CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Spain,Geography_Germany,Gender_Female,Gender_Male
371,27,15,366408,6,0,0,2350634,1,0,0,1,0
233,81,11,499228,2,1,0,1240490,0,0,1,1,0
320,39,12,204701,4,0,0,2621779,1,0,0,1,0
284,70,6,782233,2,0,0,1501437,0,0,1,0,1
639,74,4,314541,6,1,1,2497127,0,1,0,0,1
276,89,2,256212,4,1,1,2543216,0,1,0,0,1
461,94,6,141100,2,0,0,1670651,0,0,1,1,0
780,59,10,902282,2,1,0,1778634,1,0,0,0,1
651,54,19,257484,2,1,1,2828338,1,0,0,0,1
580,82,20,799544,2,0,0,90311,0,1,0,0,1
669,73,17,450105,5,1,0,2265051,0,0,1,0,1
726,96,19,292925,4,0,0,2441266,0,1,0,1,0
714,92,10,870693,2,1,0,962076,1,0,0,0,1
725,42,12,222249,4,0,0,1206381,1,0,0,1,0
276,77,18,661105,2,1,1,1820222,1,0,0,0,1
679,33,11,110720,3,1,0,1646636,1,0,0,1,0
559,89,14,535665,5,1,0,1483651,0,0,1,1,0
958,31,6,800382,4,1,0,802640,1,0,0,0,1
961,68,5,79750,1,0,1,538953,0,0,1,1,0
274,40,1,397138,2,1,0,458884,0,1,0,0,1
496,85,6,709914,5,1,0,893845,1,0,0,0,1
202,44,10,492623,1,1,0,1411532,0,0,1,1,0
847,96,4,414690,3,1,1,735925,1,0,0,1,0
314,68,7,635607,3,1,1,679840,0,1,0,1,0
722,23,10,652346,6,1,1,1183486,0,0,1,1,0
210,41,10,413951,1,0,0,1824077,0,1,0,0,1
625,95,15,894307,4,1,1,2610493,0,0,1,0,1
300,26,14,770012,4,0,0,2307142,1,0,0,0,1
505,61,6,850615,3,0,1,2078526,1,0,0,1,0
333,72,2,596038,2,0,0,288905,0,1,0,1,0
351,48,16,893629,5,1,0,2339331,0,0,1,0,1
312,67,16,8661,6,0,0,2154661,1,0,0,1,0
469,58,18,2283,3,0,0,2001350,1,0,0,1,0
730,94,13,666333,5,0,0,2892660,0,1,0,0,1
382,84,17,606173,2,1,0,2093548,0,0,1,1,0
344,28,0,666737,1,1,0,2946557,0,1,0,1,0
947,25,0,254691,2,0,1,2581135,0,0,1,1,0
888,82,18,653866,1,0,0,843298,0,0,1,0,1
713,34,10,170886,4,0,1,1186782,0,0,1,1,0
522,75,20,762955,2,1,0,1214122,0,0,1,0,1
613,29,14,921269,2,1,1,331918,1,0,0,0,1
623,31,18,351166,3,0,1,1604161,0,1,0,0,1
945,92,8,859973,2,0,1,2415053,0,0,1,1,0
237,72,2,943676,2,0,0,2459443,0,1,0,0,1
506,64,0,587308,5,0,1,2024701,1,0,0,1,0
935,23,9,488184,6,0,1,2209265,0,1,0,0,1
325,66,17,148521,2,0,0,663129,0,0,1,0,1
715,29,15,864,2,0,1,1957152,1,0,0,0,1
683,71,8,535478,6,0,0,2702415,0,0,1,0,1
851,84,15,218192,5,1,0,1395687,0,0,1,1,0
843,87,19,140961,4,1,1,481203,0,0,1,1,0
665,34,3,893271,2,0,0,1424102,0,0,1,1,0
359,86,18,715984,1,0,1,395498,0,1,0,1,0
500,82,5,538332,6,0,1,1448872,1,0,0,1,0
979,62,0,342513,4,0,0,354849,0,1,0,0,1
439,88,0,852,1,1,0,1836950,0,1,0,0,1
476,53,17,846152,3,0,0,1852351,0,0,1,0,1
485,56,18,705538,5,0,0,218168,0,0,1,0,1
343,93,13,645319,2,0,0,1879470,1,0,0,0,1
647,65,9,154106,2,1,1,597204,1,0,0,1,0
217,38,20,397325,1,0,1,476435,0,0,1,0,1
430,64,14,454898,5,0,0,1093880,0,0,1,0,1
614,53,13,817751,2,1,0,2157308,0,1,0,1,0
231,32,1,739052,4,0,0,834977,1,0,0,1,0
363,74,12,751147,5,0,1,2122545,1,0,0,0,1
577,44,16,733431,6,1,1,220597,1,0,0,1,0
939,65,14,814008,6,0,1,2755326,1,0,0,1,0
661,69,18,168870,2,1,1,2893011,0,0,1,1,0
575,20,8,831501,6,1,1,808809,0,1,0,1,0
561,40,7,521811,3,0,1,599732,1,0,0,0,1
722,43,5,794825,3,0,1,1890084,0,0,1,0,1
398,76,10,35015,2,0,1,968960,0,0,1,1,0
599,91,2,418156,4,1,1,1348099,1,0,0,0,1
317,42,2,73490,5,0,1,810526,0,1,0,1,0
692,45,15,287426,3,1,1,254879,0,1,0,0,1
804,23,20,322801,4,0,0,2357125,0,1,0,1,0
890,78,0,788464,5,0,0,667202,1,0,0,1,0
531,85,9,427240,1,1,1,273345,1,0,0,0,1
446,94,1,461993,1,1,0,1085963,1,0,0,0,1
335,45,8,582584,6,1,1,1194612,0,0,1,0,1
845,82,20,742693,3,1,0,2659158,0,1,0,0,1
654,57,10,453433,3,1,0,1407788,1,0,0,1,0
429,20,20,810550,5,1,0,687291,1,0,0,0,1
941,44,1,766082,6,1,1,2417084,0,1,0,0,1
341,70,12,152596,4,1,0,848431,0,1,0,1,0
973,84,15,529948,5,0,1,1241666,0,0,1,1,0
313,45,10,843807,1,1,1,1956563,0,0,1,1,0
942,31,10,353999,2,1,0,297202,0,0,1,0,1
597,49,9,296643,1,0,0,371119,1,0,0,1,0
959,37,10,164215,1,0,0,105702,0,0,1,1,0
359,43,19,185320,5,0,0,914664,0,1,0,0,1
981,74,13,292272,6,1,1,1228914,1,0,0,0,1
690,18,4,24513,6,1,1,1792503,0,0,1,0,1
812,25,7,725250,6,1,0,1594415,1,0,0,1,0
223,26,9,872875,1,0,1,2134333,0,1,0,1,0
853,99,19,166563,3,0,1,2375465,0,0,1,0,1
266,80,4,102163,6,0,0,2715014,1,0,0,1,0
209,48,11,747155,6,1,0,2536918,1,0,0,1,0
757,49,12,192186,5,0,1,779298,0,0,1,0,1
759,34,8,512076,5,1,1,2240207,1,0,0,1,0
232,34,13,52129,6,0,1,717044,1,0,0,0,1
852,21,9,264744,3,0,0,58158,1,0,0,0,1
257,56,14,7986,3,0,1,1624328,0,1,0,0,1
671,77,5,45395,6,0,0,864558,0,1,0,1,0
971,81,16,607379,2,0,1,1811313,0,0,1,1,0
220,57,12,916371,4,1,1,684265,1,0,0,0,1
714,19,6,592866,1,1,1,233324,0,0,1,0,1
394,97,2,454378,5,1,0,601803,1,0,0,0,1
871,86,2,419519,5,1,1,1471594,1,0,0,1,0
918,98,17,853893,6,0,0,1773805,1,0,0,1,0
952,48,2,339251,5,1,1,2412874,1,0,0,0,1
635,89,15,213504,1,0,0,517122,0,0,1,1,0
514,98,1,112279,5,1,0,1734128,1,0,0,1,0
957,21,1,900819,2,0,1,2106984,0,0,1,0,1
964,66,11,157550,1,1,1,2814713,0,0,1,0,1
783,39,9,954276,2,1,1,1800765,0,0,1,0,1
536,19,12,240874,4,0,0,328358,0,1,0,0,1
982,38,2,375026,2,0,1,2694764,1,0,0,0,1
697,99,15,25547,4,0,0,1825610,0,0,1,1,0
253,65,6,608863,2,1,0,1963668,1,0,0,1,0
604,48,1,193013,3,0,0,1981777,1,0,0,0,1
491,61,6,778588,4,1,0,1778283,0,1,0,1,0
370,81,6,412681,2,0,1,1089638,0,1,0,1,0
610,59,11,974830,6,1,0,1912200,0,0,1,1,0
353,24,14,758345,5,0,1,2407249,0,1,0,1,0
562,41,20,433944,1,1,0,2678666,1,0,0,0,1
678,96,19,23554,1,1,0,2128910,0,1,0,0,1
656,87,4,356956,5,1,0,2757403,1,0,0,0,1
989,95,1,908436,4,0,1,1126227,1,0,0,1,0
856,35,12,672771,1,1,0,1930344,1,0,0,0,1
453,67,19,351925,1,1,0,658165,0,0,1,0,1
255,57,2,487331,1,0,1,2379961,0,0,1,0,1
821,79,4,593052,3,0,1,2216792,0,0,1,1,0
796,90,9,983152,4,0,0,1946104,0,0,1,0,1
227,27,9,757514,3,1,0,1734852,1,0,0,0,1
399,94,17,787656,4,1,0,375056,1,0,0,1,0
724,93,2,792705,1,1,0,1759651,0,0,1,1,0
491,39,8,3778,2,1,1,250469,1,0,0,0,1
336,22,19,734752,3,0,0,1375383,0,1,0,0,1
230,75,19,197181,5,0,0,2508435,0,0,1,1,0
469,56,17,137008,1,1,1,671550,0,0,1,0,1
451,48,15,893298,4,1,1,2612936,1,0,0,1,0
233,19,12,140171,5,0,1,1328800,1,0,0,0,1
626,95,5,610214,4,1,1,2690135,0,0,1,0,1
340,67,9,158611,3,0,0,502561,0,1,0,0,1
620,53,9,97485,3,0,1,1061827,1,0,0,0,1
538,75,3,265224,2,1,0,1166619,1,0,0,1,0
996,63,10,298040,1,1,0,2862669,1,0,0,1,0
353,61,8,320750,1,1,0,265971,0,0,1,1,0
477,73,4,425687,3,0,1,2819622,0,1,0,1,0
522,95,19,35784,2,0,1,2490864,1,0,0,1,0
557,61,9,830379,6,0,0,878503,0,1,0,1,0
735,43,10,902125,1,0,0,1235412,1,0,0,0,1
779,60,8,514252,1,0,1,1363742,0,0,1,1,0
639,29,6,328542,6,0,1,1929962,1,0,0,1,0
272,34,5,468760,5,0,0,72358,1,0,0,0,1
326,38,10,770695,1,0,1,2836765,1,0,0,1,0
544,66,18,79516,4,1,1,2665612,1,0,0,1,0
308,30,2,557429,1,1,1,1974767,0,0,1,1,0
744,31,16,33140,5,1,1,1273968,1,0,0,0,1
305,37,15,474691,3,0,1,831403,0,1,0,0,1
815,65,15,538931,3,1,0,645746,0,1,0,1,0
805,81,18,373480,1,1,1,2229587,0,1,0,1,0
928,26,7,343144,2,1,0,2500961,0,0,1,1,0
328,50,7,235907,3,0,1,2635030,0,1,0,0,1
839,60,17,572595,4,1,1,2084282,0,0,1,1,0
685,81,8,930315,6,0,0,2553109,1,0,0,0,1
705,64,7,441798,1,1,1,1342098,0,0,1,1,0
959,42,19,716151,5,0,1,994278,0,1,0,1,0
727,90,16,599705,4,0,1,2021351,0,1,0,1,0
371,45,11,921059,3,1,1,1048260,0,1,0,0,1
819,73,0,426287,2,0,1,160604,0,0,1,1,0
878,40,8,331822,3,0,1,860528,1,0,0,1,0
294,94,16,668010,5,1,1,2423688,0,0,1,1,0
812,91,20,580527,6,1,1,1142203,1,0,0,1,0
729,72,15,105752,4,0,1,1017969,1,0,0,0,1
775,64,12,497005,5,0,1,214978,0,0,1,1,0
561,42,11,718833,2,0,0,1830810,1,0,0,0,1
830,27,6,668017,2,0,1,1575433,1,0,0,1,0
670,21,7,17778,6,0,0,1792311,0,1,0,0,1
483,87,2,385274,3,0,0,283445,1,0,0,0,1
473,74,17,39512,4,1,0,2114961,0,0,1,0,1
967,21,11,947030,4,0,1,1085108,1,0,0,0,1
742,54,19,473839,5,0,1,2501368,0,0,1,1,0
866,40,3,975902,3,1,1,618153,0,0,1,1,0
262,29,16,804528,5,0,0,1609984,0,1,0,0,1
754,35,5,896284,5,0,1,1604479,0,0,1,1,0
370,65,6,570721,4,1,0,639863,0,1,0,0,1
798,74,18,923919,4,1,1,1427798,1,0,0,1,0
464,47,0,958673,2,0,0,2064611,0,0,1,0,1
911,62,2,637762,4,0,0,2621717,0,1,0,0,1
808,65,16,669338,3,1,0,775969,0,0,1,1,0
338,44,6,300136,2,1,1,2830338,0,0,1,1,0
852,85,15,266793,6,1,1,1669677,0,1,0,0,1
376,91,3,753265,6,0,0,1266362,0,0,1,0,1
593,31,16,601784,6,1,1,1010131,0,1,0,0,1
692,96,6,560872,4,0,0,2954063,0,1,0,0,1
521,56,12,919707,2,0,0,1364758,0,1,0,0,1
397,92,2,655961,4,1,1,701480,1,0,0,0,1
779,35,7,477510,5,0,1,1058149,0,0,1,1,0
838,18,0,889832,1,1,1,1516109,1,0,0,1,0
246,21,20,837458,1,1,0,1824082,1,0,0,1,0
283,46,11,702018,2,1,1,1690145,0,1,0,1,0
367,33,1,132164,2,1,1,104998,0,1,0,0,1
210,73,17,442050,5,1,0,1608355,0,1,0,0,1
447,96,9,568713,4,0,0,2507981,0,0,1,0,1
352,86,1,475521,4,0,1,649131,0,0,1,0,1
768,71,1,406311,3,0,0,1828753,0,1,0,0,1
406,18,14,732362,6,0,0,2184262,1,0,0,0,1
807,87,9,795568,1,1,0,787178,1,0,0,1,0
420,68,19,368602,3,0,0,2699399,0,0,1,0,1
663,34,4,107912,2,0,0,711809,1,0,0,1,0
312,63,2,785653,5,1,0,1346775,0,1,0,0,1
660,72,14,379969,6,0,0,2880488,1,0,0,1,0
471,26,4,664394,1,1,1,497184,0,0,1,1,0
512,56,19,505777,2,0,1,945355,1,0,0,0,1
249,20,0,647021,5,0,0,2022644,1,0,0,0,1
558,67,10,630421,4,1,1,102943,1,0,0,0,1
970,91,4,45778,3,1,0,2768790,0,0,1,1,0
997,37,20,665298,5,0,1,2689683,0,1,0,1,0
626,56,16,842254,1,1,0,696739,0,0,1,1,0
544,28,5,191963,2,1,1,2000098,0,0,1,0,1
384,92,19,588169,2,0,0,1218553,0,0,1,0,1
962,42,7,647992,6,0,1,504228,1,0,0,1,0
203,47,15,95267,4,0,1,1910180,1,0,0,1,0
504,48,20,517941,3,1,1,2543445,0,0,1,1,0
740,84,20,482802,6,0,1,290784,1,0,0,0,1
253,29,16,361854,6,1,0,1628813,0,1,0,0,1
235,45,11,666908,2,0,1,573347,0,0,1,1,0
616,83,4,655889,2,0,0,1022319,0,1,0,1,0
481,83,15,243028,4,1,0,2474290,0,0,1,1,0
929,73,17,923758,1,1,1,336770,0,0,1,0,1
524,43,6,339997,1,1,0,2387914,1,0,0,1,0
824,46,19,581216,3,0,0,2133824,1,0,0,1,0
883,96,16,909370,4,1,0,450211,1,0,0,0,1
253,22,19,361610,3,0,1,1714300,0,0,1,1,0
396,35,7,349338,2,0,1,1753992,0,1,0,0,1
930,20,10,25602,2,1,1,2405376,0,0,1,1,0
360,99,6,372338,6,0,0,1003138,0,1,0,1,0
698,59,9,977308,2,0,1,2927842,0,1,0,0,1
439,76,20,542674,6,0,1,2077003,0,1,0,0,1
411,72,5,519908,5,0,0,2064295,0,0,1,1,0
921,34,4,461968,6,1,0,1898308,1,0,0,0,1
660,65,4,169291,4,1,1,155450,0,0,1,1,0
266,19,20,416089,5,0,0,156818,0,1,0,1,0
562,42,3,418378,5,1,1,808661,0,1,0,0,1
676,52,2,704791,5,0,0,848946,1,0,0,0,1
419,18,8,76065,1,1,1,2324326,0,1,0,1,0
888,22,19,186864,6,0,1,1119399,0,0,1,0,1
352,42,12,872940,5,1,1,2460291,0,1,0,0,1
663,49,8,456611,1,1,0,2653992,1,0,0,1,0
753,89,2,993226,2,0,1,2307346,0,0,1,1,0
892,81,10,885882,5,1,0,195516,1,0,0,1,0
649,71,4,829374,4,1,1,1464161,0,1,0,1,0
903,81,0,405791,6,0,1,577796,0,0,1,0,1
632,20,11,698381,4,1,0,67301,0,1,0,0,1
984,63,13,602188,6,0,1,2459084,1,0,0,0,1
354,65,1,708424,5,1,1,843285,0,0,1,0,1
720,79,1,815176,2,0,1,935787,0,0,1,1,0
773,62,1,488626,6,0,0,2018407,0,0,1,0,1
255,94,15,998306,2,1,0,130136,1,0,0,1,0
520,29,8,123285,3,0,0,1036833,0,1,0,1,0
941,72,11,746990,2,0,0,1013561,0,1,0,0,1
822,28,5,742812,5,1,0,1820250,0,0,1,0,1
744,76,16,142071,1,1,1,1944334,0,1,0,0,1
208,99,1,407634,5,1,1,1516665,0,1,0,0,1
587,61,13,30051,3,1,0,703098,0,0,1,1,0
861,42,9,778135,6,0,1,533066,0,1,0,1,0
538,42,4,67047,3,0,1,2968233,0,0,1,0,1
597,22,14,523968,4,0,0,1900563,0,1,0,1,0
920,50,18,111628,2,0,0,883547,0,1,0,0,1
721,43,17,988497,4,0,0,705950,0,1,0,0,1
903,72,16,142601,5,1,1,926334,0,0,1,1,0
791,68,18,65643,2,0,1,2998701,0,0,1,0,1
795,63,8,135019,2,1,0,573950,0,1,0,0,1
823,58,11,395483,6,0,1,1876555,0,0,1,0,1
753,58,12,812954,5,0,1,713192,1,0,0,1,0
682,99,3,609121,3,0,0,2016748,0,0,1,0,1
790,31,11,764813,5,0,0,2972295,0,0,1,1,0
419,58,2,457354,4,0,0,1381924,1,0,0,0,1
633,98,15,992134,3,0,0,297503,1,0,0,0,1
944,19,2,392208,5,1,0,1989741,1,0,0,0,1
502,21,20,718403,1,1,0,1698876,1,0,0,1,0
351,80,7,484139,3,1,0,1381416,0,1,0,0,1
927,93,14,537158,6,1,0,1150136,0,0,1,1,0
716,95,2,896458,6,0,1,2153343,1,0,0,0,1
685,34,20,428579,5,1,1,320560,0,0,1,1,0
805,36,15,281715,3,0,0,317435,0,1,0,1,0
956,30,8,659740,6,1,1,1421234,0,0,1,0,1
295,75,12,781044,3,1,1,91632,0,0,1,1,0
585,69,8,833635,2,1,1,2667217,1,0,0,1,0
325,26,9,314273,6,0,0,1530115,0,0,1,1,0
790,46,11,46838,1,0,1,922784,0,0,1,0,1
882,19,6,476254,2,0,0,1903796,0,0,1,1,0
215,78,11,24804,5,1,0,1493674,0,0,1,0,1
685,68,8,438982,5,1,0,2703625,1,0,0,1,0
247,53,20,305881,6,1,1,1255781,1,0,0,0,1
576,80,10,498190,6,0,1,1763074,0,1,0,0,1
926,86,12,719409,2,0,1,2646974,0,1,0,0,1
308,44,20,774517,4,1,1,2789738,1,0,0,1,0
343,69,2,48770,4,0,0,2558721,0,0,1,0,1
449,26,2,910762,2,1,1,502489,0,1,0,0,1
521,61,16,889889,5,1,0,228889,1,0,0,1,0
526,18,3,299312,2,1,1,2897027,0,0,1,1,0
568,78,2,984604,3,0,0,2995313,1,0,0,1,0
849,76,1,877013,1,1,1,876315,0,1,0,1,0
684,80,0,578398,3,0,1,1558208,1,0,0,0,1
300,96,14,241293,5,1,0,691181,0,1,0,0,1
808,36,10,771802,4,1,1,2145703,0,1,0,1,0
238,29,14,859669,2,1,1,2239306,0,0,1,0,1
685,30,9,225927,1,1,1,2219180,1,0,0,0,1
269,39,11,957733,5,1,1,482500,0,1,0,1,0
465,85,15,296718,3,0,0,449974,1,0,0,1,0
442,86,10,448065,5,1,0,2455441,0,1,0,0,1
863,73,7,857690,2,1,1,1052684,0,1,0,0,1
330,33,16,929715,3,0,0,2777731,0,0,1,1,0
380,91,1,706659,3,1,1,331553,0,1,0,0,1
263,84,18,205547,3,0,0,2130383,0,1,0,0,1
466,29,16,217983,1,0,1,1749239,1,0,0,1,0
936,34,4,922154,4,0,0,512090,1,0,0,1,0
639,50,14,279206,4,1,1,1065786,0,0,1,0,1
409,32,3,756528,2,0,1,770719,0,0,1,1,0
574,96,0,453660,5,1,1,206297,0,0,1,0,1
499,81,0,193117,5,0,0,297289,0,0,1,1,0
954,66,2,936679,1,0,0,2742475,0,1,0,1,0
593,51,12,588490,4,0,0,845289,1,0,0,0,1
674,70,3,13649,5,1,0,2642431,0,0,1,1,0
260,71,13,362466,6,1,1,637941,1,0,0,1,0
530,80,7,356327,6,0,0,2947244,0,1,0,0,1
389,75,8,469842,5,1,0,257043,0,0,1,0,1
961,45,18,7481,1,1,1,1955567,0,0,1,0,1
235,67,0,801433,2,1,0,2980258,1,0,0,1,0
800,51,1,111207,3,0,0,2021904,0,1,0,1,0
344,72,15,446561,4,0,0,2932045,1,0,0,0,1
613,44,19,860393,4,0,1,296194,1,0,0,0,1
782,59,11,387908,4,0,1,2264239,1,0,0,0,1
214,32,8,324275,3,0,1,717227,0,0,1,0,1
658,97,3,79350,1,1,0,2855296,1,0,0,0,1
618,18,2,672222,2,1,0,222382,0,0,1,0,1
904,54,20,945501,5,1,0,1660866,0,0,1,0,1
596,35,3,912105,6,0,1,382593,1,0,0,1,0
870,48,15,952523,1,1,0,113146,1,0,0,0,1
547,22,1,27482,2,1,1,1093628,0,0,1,1,0
235,29,0,956118,6,0,0,1086110,1,0,0,1,0
867,39,1,912441,6,1,0,2748405,1,0,0,1,0
851,46,12,357869,6,0,0,2430447,0,1,0,1,0
450,27,1,104238,2,1,1,2380913,1,0,0,0,1
804,30,7,919168,4,0,1,1780284,0,0,1,1,0
231,74,8,428823,4,1,1,2841219,1,0,0,0,1
999,63,1,810911,4,0,1,2754481,0,0,1,1,0
848,82,10,641160,2,1,1,714397,0,0,1,0,1
897,68,13,477600,2,0,0,2357818,1,0,0,1,0
353,84,8,473063,3,0,1,2644029,0,1,0,1,0
701,37,5,933222,2,0,1,685585,1,0,0,0,1
390,86,7,381882,1,0,1,1477691,1,0,0,1,0
998,39,5,289536,3,0,1,2376232,0,1,0,0,1
246,33,4,409141,3,0,0,296668,0,0,1,0,1
494,35,6,588036,4,0,0,2723718,1,0,0,0,1
556,79,4,707108,5,1,1,1659388,0,1,0,1,0
821,68,5,884837,4,1,1,2640801,1,0,0,0,1
213,27,20,213129,1,0,1,2566895,0,1,0,1,0
932,74,13,909415,2,0,1,2419607,1,0,0,0,1
972,81,0,317132,4,1,0,692261,1,0,0,0,1
877,99,12,109804,5,1,1,1037553,1,0,0,1,0
697,76,6,819101,6,1,1,1037409,1,0,0,1,0
536,87,3,560841,4,0,1,990908,0,1,0,1,0
951,93,16,385181,5,0,0,526128,0,0,1,1,0
921,23,19,822244,5,1,1,2959743,1,0,0,1,0
755,49,20,340543,5,0,1,2750285,0,1,0,0,1
448,49,12,141810,2,1,1,103056,0,0,1,0,1
549,20,9,606185,5,0,1,2823829,0,1,0,0,1
724,30,19,420177,2,1,1,1124934,0,0,1,1,0
644,22,6,253995,1,0,0,2194335,1,0,0,0,1
674,50,2,734132,6,1,0,119300,0,0,1,1,0
958,66,12,997855,1,0,0,1451940,0,1,0,0,1
643,41,11,744349,4,1,0,771581,0,0,1,1,0
368,52,0,531069,5,1,0,1460357,0,1,0,0,1
361,85,5,173704,4,1,1,1620815,1,0,0,0,1
667,85,4,469309,6,0,0,842810,1,0,0,0,1
701,63,5,464236,3,1,0,2275300,0,1,0,0,1
288,73,20,134366,4,1,1,2376443,0,0,1,1,0
354,74,11,73392,6,0,0,2175,0,1,0,0,1
934,88,2,252222,2,1,1,288820,0,0,1,0,1
284,82,18,540196,2,1,0,1608328,0,0,1,0,1
684,58,11,581627,3,1,1,430356,0,1,0,0,1
884,34,15,342811,1,1,0,1041410,0,0,1,1,0
209,21,1,579149,5,1,0,426987,1,0,0,1,0
499,88,15,221039,5,1,1,1006457,0,1,0,1,0
890,91,18,840446,3,1,1,464223,0,0,1,0,1
416,19,18,756753,4,0,1,2579555,0,0,1,0,1
552,73,19,358829,6,0,1,1148430,0,0,1,1,0
348,19,12,896639,2,1,1,2773708,0,0,1,0,1
729,82,4,730974,1,0,0,1520420,0,0,1,0,1
474,96,16,716545,6,1,1,1819495,0,1,0,1,0
700,64,5,670923,2,1,0,1498846,1,0,0,1,0
654,91,8,580913,6,0,1,929700,1,0,0,1,0
482,88,20,214428,4,1,1,2242790,0,0,1,0,1
767,51,14,203361,2,0,1,1508558,0,1,0,0,1
205,69,18,285952,3,1,0,1166531,1,0,0,0,1
889,75,17,906575,5,1,1,1371548,0,1,0,0,1
880,71,2,497593,5,0,0,1050499,1,0,0,0,1
567,18,6,36891,5,1,0,1606265,0,0,1,1,0
535,18,20,892035,3,1,1,742951,1,0,0,0,1
691,25,11,838763,5,0,1,2160822,0,1,0,1,0
396,62,15,785769,4,0,1,732482,0,0,1,1,0
596,93,20,58821,3,0,0,48053,1,0,0,1,0
351,21,11,727263,4,1,1,2885646,0,0,1,1,0
754,28,7,952903,3,1,0,2064790,0,0,1,0,1
828,31,4,408928,4,1,1,520438,0,0,1,0,1
537,77,16,688721,5,0,1,1966009,1,0,0,1,0
334,50,10,764760,5,0,1,1152886,0,1,0,0,1
426,62,20,144981,6,0,0,433158,0,0,1,0,1
615,99,3,776343,5,0,1,1099080,1,0,0,1,0
522,53,12,86149,1,0,0,1175283,0,1,0,0,1
294,63,6,303101,3,1,0,2670803,1,0,0,0,1
712,54,10,75948,4,1,0,2047204,0,0,1,1,0
874,52,16,76442,3,0,1,2425309,0,1,0,0,1
523,75,9,512898,5,0,1,2917573,1,0,0,0,1
832,73,12,192279,2,0,1,1273968,1,0,0,0,1
686,47,2,623429,6,1,1,2165411,1,0,0,0,1
215,32,10,509727,1,1,1,883520,0,1,0,1,0
722,80,11,139988,5,1,0,2312317,0,0,1,1,0
319,94,5,139971,1,0,0,925251,1,0,0,0,1
999,46,20,637347,1,0,1,535507,0,0,1,0,1
936,78,11,844409,4,1,0,2300076,1,0,0,0,1
396,37,14,615626,1,1,1,1446037,1,0,0,1,0
479,66,10,316656,6,0,0,1984196,1,0,0,0,1
227,66,12,866618,3,0,0,1049108,0,0,1,0,1
242,46,4,780227,5,0,0,2285746,0,1,0,1,0
959,77,5,970083,3,0,1,1898651,0,1,0,0,1
396,19,20,422473,6,1,1,249642,0,1,0,1,0
713,48,1,564076,3,0,1,629425,1,0,0,0,1
539,69,1,219430,2,1,0,2509796,0,0,1,1,0
497,91,6,882032,2,1,0,740129,0,0,1,0,1
809,48,12,839807,5,1,1,866235,0,1,0,1,0
916,90,0,302853,3,1,0,2792940,0,0,1,1,0
671,93,14,664810,1,0,0,1315135,0,1,0,0,1
939,36,0,408386,1,1,0,235338,0,0,1,0,1
447,20,8,89882,4,1,0,611616,0,1,0,0,1
994,44,17,408268,2,0,0,1033175,0,0,1,0,1
861,87,5,779175,4,1,1,1259741,1,0,0,0,1
290,23,12,396346,3,0,1,2777635,0,0,1,1,0
465,36,16,453501,6,0,1,190072,1,0,0,0,1
883,66,10,62898,1,1,1,2845494,1,0,0,0,1
497,77,13,706601,2,1,0,2890027,0,0,1,1,0
842,99,8,238452,2,0,1,1916549,1,0,0,1,0
870,78,1,894031,1,1,1,1451903,0,0,1,1,0
894,28,19,314723,5,0,1,271688,1,0,0,1,0
316,26,14,285100,3,0,1,2543772,0,0,1,1,0
645,52,2,426604,4,0,0,224970,1,0,0,1,0
498,72,9,135183,1,1,1,2200422,0,0,1,1,0
879,46,7,679292,1,0,0,1605826,0,0,1,1,0
395,26,1,34011,5,0,0,298964,1,0,0,0,1
982,55,7,480585,4,0,0,2524027,1,0,0,0,1
501,23,6,962023,1,1,0,1127718,0,0,1,0,1
581,84,6,456431,5,1,1,2772748,0,1,0,0,1
343,22,11,859231,1,1,0,2863811,1,0,0,1,0
859,67,17,598457,2,0,1,2783851,1,0,0,0,1
252,26,0,399226,4,1,0,2835050,0,1,0,0,1
753,30,18,785930,3,1,0,1924463,1,0,0,1,0
593,45,0,229970,5,0,1,2383315,1,0,0,1,0
498,76,11,43151,5,0,1,1118136,0,1,0,0,1
365,68,8,911023,1,0,0,444496,1,0,0,1,0
776,83,11,993485,3,0,0,2311574,0,1,0,1,0
534,49,15,336768,4,1,1,2591721,1,0,0,1,0
387,62,20,441374,6,1,0,1240557,0,0,1,1,0
635,76,7,871358,1,1,1,2582107,0,1,0,0,1
205,39,6,640896,2,0,1,950287,0,0,1,1,0
201,74,5,242357,1,0,1,1445177,0,1,0,1,0
422,98,12,840426,5,0,0,2464204,1,0,0,1,0
871,53,3,820813,4,0,1,41253,0,1,0,1,0
630,20,4,101457,4,0,0,1373575,1,0,0,1,0
857,19,6,831847,4,1,1,2338309,1,0,0,1,0
884,94,3,905496,6,1,1,655686,0,0,1,1,0
711,93,5,79078,6,0,0,59539,0,1,0,0,1
373,33,12,814738,1,1,1,1205870,1,0,0,1,0
602,23,15,474520,5,0,1,423172,1,0,0,1,0
613,80,2,542281,1,1,0,16907,0,1,0,1,0
565,32,1,43457,2,0,1,1776668,0,0,1,1,0
820,74,14,312661,6,1,0,723335,1,0,0,0,1
336,77,8,925074,1,1,1,215984,0,0,1,1,0
498,84,2,832244,1,0,0,2713837,1,0,0,0,1
350,50,12,682474,1,1,0,1114406,0,1,0,1,0
489,31,15,796181,1,0,1,978869,0,0,1,1,0
713,75,19,141530,3,0,0,623175,0,1,0,1,0
